personLabel,person_ID,genderLabel,nacionalidadLabel,occupationLabel,category,decade,birthyear,birthdate,birthdate2,birthcountry,birthplaceLabel,birthpoint,birthpoint2,lat_birth,lon_birth,deathyear,deathdate,deathplaceLabel,deathpoint,deathpoint2,lat_death,lon_death,languages,image,sitelink,Occupation1,Occupation2,Occupation3,Occupation4,Occupation5,Occupation6,Occupation7,Occupation8,Occupation9,Occupation10,Occupation11,Occupation12,Occupation13,Occupation14,Occupation15,Occupation16,Occupation17,Occupation18,Occupation19,Occupation20,Occupation21,Occupation22,Occupation23,Occupation24
Armando Quezada Acharán,http://www.wikidata.org/entity/Q678726,masculino,Chile,"profesor universitario, político, abogado, economista",Ciencia y tecnología,1870,1873,1873-01-01T00:00:00Z,1/1/1873,http://www.wikidata.org/entity/Q30,Los Ángeles,Point(-118.24368 34.05223),"34.0522, -118.24368",34.052,-118.244,1936,1936-04-03T00:00:00Z,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,4,http://commons.wikimedia.org/wiki/Special:FilePath/8-2-26%2C%20Val-de-Gr%C3%A2ce%2C%20c%C3%A9r%C3%A9monie%20au%20monument%20aux%20infirmiers%20morts%20pour%20la%20France%2C%20M.%20Armando%20Quezada%2C%20ministre%20pl%C3%A9nipotentiaire%20%C3%A0%20Paris%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Armando_Quezada,profesor universitario, político, abogado, economista,,,,,,,,,,,,,,,,,,,,
Josu Eguiguren,http://www.wikidata.org/entity/Q24287659,masculino,Chile,"arquitecto, profesor universitario",Ciencia y tecnología,1870,1879,1879-01-01T00:00:00Z,1/1/1879,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,1955,1955-01-01T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Restauraci%C3%B3n%20Palacio%20Arizt%C3%ADa%20%2811710062014%29.jpg,https://es.wikipedia.org/wiki/Alberto_Cruz_Montt,arquitecto, profesor universitario,,,,,,,,,,,,,,,,,,,,,,
Alejandro Lipschutz,http://www.wikidata.org/entity/Q2905275,masculino,Chile,"biólogo, escritor, antropólogo",Ciencia y tecnología,1880,1883,1883-08-28T00:00:00Z,8/28/1883,http://www.wikidata.org/entity/Q211,Riga,Point(24.106944444 56.9475),"56.947, 24.106944444",56.947,24.107,1980,1980-01-10T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Lipsch%C3%BCtz.jpg,https://es.wikipedia.org/wiki/Alejandro_Lipschutz,biólogo, escritor, antropólogo,,,,,,,,,,,,,,,,,,,,,
Alejandro Bello Silva,http://www.wikidata.org/entity/Q4714491,masculino,Chile,"piloto de aeronaves, militar",Ciencia y tecnología,1880,1887,1887-04-27T00:00:00Z,4/27/1887,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1914,1914-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Teniente%20Bello.jpg,https://es.wikipedia.org/wiki/Alejandro_Bello,piloto de aeronaves, militar,,,,,,,,,,,,,,,,,,,,,,
Sergio Larraín García-Moreno,http://www.wikidata.org/entity/Q16855938,masculino,Chile,arquitecto,Ciencia y tecnología,1900,1905,1905-11-17T00:00:00Z,11/17/1905,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1999,1999-06-27T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/4%20Sergio%20Larra%C3%ADn.jpg,https://es.wikipedia.org/wiki/Sergio_Larra%C3%ADn_Garc%C3%ADa-Moreno,arquitecto,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Morales Miranda,http://www.wikidata.org/entity/Q5340701,masculino,Chile,médico,Ciencia y tecnología,1910,1910,1910-11-14T00:00:00Z,11/14/1910,http://www.wikidata.org/entity/Q298,Constitución,Point(-72.416666666 -35.333333333),"-35.33333333, -72.416666666",-35.333,-72.417,2012,2012-11-17T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/EdoMorales.jpg,https://es.wikipedia.org/wiki/Eduardo_Morales_Miranda,médico,,,,,,,,,,,,,,,,,,,,,,,
Aníbal Pinto Santa Cruz,http://www.wikidata.org/entity/Q5396796,masculino,Chile,economista,Ciencia y tecnología,1910,1919,1919-01-01T00:00:00Z,1/1/1919,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1996,1996-01-03T00:00:00Z,,,,,,4,,https://es.wikipedia.org/wiki/An%C3%ADbal_Pinto_Santa_Cruz,economista,,,,,,,,,,,,,,,,,,,,,,,
Ruy Barbosa Popolizio,http://www.wikidata.org/entity/Q6114557,masculino,Chile,"ingeniero agrónomo, empresario, político",Ciencia y tecnología,1910,1919,1919-12-02T00:00:00Z,12/2/1919,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2014,2014-06-08T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Ruy%20Barbosa%20Popolizio.jpg,https://es.wikipedia.org/wiki/Ruy_Barbosa_Popolizio,ingeniero agrónomo, empresario, político,,,,,,,,,,,,,,,,,,,,,
Mario Héctor Ricardi Salinas,http://www.wikidata.org/entity/Q1899000,masculino,Chile,"botánico, profesor universitario",Ciencia y tecnología,1920,1921,1921-11-30T00:00:00Z,11/30/1921,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2005,2005-04-18T00:00:00Z,Mérida,Point(-71.133333333 8.583333333),"8.58333333, -71.133333333",8.583,-71.133,4,,https://es.wikipedia.org/wiki/Mario_H%C3%A9ctor_Ricardi_Salinas,botánico, profesor universitario,,,,,,,,,,,,,,,,,,,,,,
Juan de Dios Vial Correa,http://www.wikidata.org/entity/Q3810935,masculino,Chile,"médico, cirujano, profesor universitario",Ciencia y tecnología,1920,1925,1925-05-18T00:00:00Z,5/18/1925,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2020,2020-08-17T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Dios%20Vial%20Correa.gif,https://es.wikipedia.org/wiki/Juan_de_Dios_Vial_Correa,médico, cirujano, profesor universitario,,,,,,,,,,,,,,,,,,,,,
Julio Montt,http://www.wikidata.org/entity/Q5955530,masculino,Chile,"médico, cirujano, político",Ciencia y tecnología,1920,1926,1926-04-27T00:00:00Z,4/27/1926,http://www.wikidata.org/entity/Q298,Osorno,Point(-73.15 -40.566666666),"-40.56666666, -73.15",-40.567,-73.150,2019,2019-09-16T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/Julio%20Montt%201965%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Julio_Montt,médico, cirujano, político,,,,,,,,,,,,,,,,,,,,,
Mariano Ruiz-Esquide,http://www.wikidata.org/entity/Q5811602,masculino,Chile,"cirujano, político",Ciencia y tecnología,1930,1930,1930-05-10T00:00:00Z,5/10/1930,http://www.wikidata.org/entity/Q298,Talcahuano,Point(-73.1141 -36.7145),"-36.714, -73.1141",-36.714,-73.114,2024,2024-01-20T00:00:00Z,Viña del Mar,Point(-71.5518 -33.0245),"-33.024, -71.5518",-33.024,-71.552,4,http://commons.wikimedia.org/wiki/Special:FilePath/Sergio%20Mariano%20Ruiz%20Esquide%20Jara.jpg,https://es.wikipedia.org/wiki/Mariano_Ruiz-Esquide,cirujano, político,,,,,,,,,,,,,,,,,,,,,,
Patricio Rojas,http://www.wikidata.org/entity/Q6066774,masculino,Chile,"médico, cirujano, político",Ciencia y tecnología,1930,1933,1933-01-28T00:00:00Z,1/28/1933,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,2021,2021-05-27T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Patricio%20Rojas%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Patricio_Rojas,médico, cirujano, político,,,,,,,,,,,,,,,,,,,,,
Jorge Allende,http://www.wikidata.org/entity/Q6277634,masculino,Chile,bioquímico,Ciencia y tecnología,1930,1934,1934-11-11T00:00:00Z,11/11/1934,http://www.wikidata.org/entity/Q800,Cartago,Point(-83.920441666 9.864211111),"9.86421111, -83.920441666",9.864,-83.920,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Allende%20in%20Barcelona%202017.jpg,https://es.wikipedia.org/wiki/Jorge_Allende,bioquímico,,,,,,,,,,,,,,,,,,,,,,,
Jorge Insunza Becker,http://www.wikidata.org/entity/Q5935320,masculino,Chile,"ingeniero civil, político",Ciencia y tecnología,1930,1936,1936-04-21T00:00:00Z,4/21/1936,http://www.wikidata.org/entity/Q298,Villarrica,Point(-72.216666666 -39.266666666),"-39.26666666, -72.216666666",-39.267,-72.217,2019,2019-03-17T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Insunza%20Becker.jpg,https://es.wikipedia.org/wiki/Jorge_Insunza_Becker,ingeniero civil, político,,,,,,,,,,,,,,,,,,,,,,
Otto Dörr Zegers,http://www.wikidata.org/entity/Q84880262,masculino,Chile,"médico, autor, psiquiatra",Ciencia y tecnología,1930,1936,1936-12-25T00:00:00Z,12/25/1936,http://www.wikidata.org/entity/Q298,Curicó,Point(-71.2394 -34.9854),"-34.985, -71.2394",-34.985,-71.239,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20D%C3%B6rr%20Zegers%20en%20la%20Universidad%20de%20Chile.jpg,https://es.wikipedia.org/wiki/Otto_D%C3%B6rr_Zegers,médico, autor, psiquiatra,,,,,,,,,,,,,,,,,,,,,
Ramón Latorre,http://www.wikidata.org/entity/Q20016306,masculino,Chile,"químico, catedrático",Ciencia y tecnología,1940,1941,1941-01-01T00:00:00Z,1/1/1941,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Ram%C3%B3n_Latorre,químico, catedrático,,,,,,,,,,,,,,,,,,,,,,
Andrés Pascal Allende,http://www.wikidata.org/entity/Q2060442,masculino,Chile,"sociólogo, guerrillero, político",Ciencia y tecnología,1940,1943,1943-07-12T00:00:00Z,7/12/1943,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,,https://es.wikipedia.org/wiki/Andr%C3%A9s_Pascal_Allende,sociólogo, guerrillero, político,,,,,,,,,,,,,,,,,,,,,
Vittorio Corbo,http://www.wikidata.org/entity/Q9094553,masculino,Chile,economista,Ciencia y tecnología,1940,1943,1943-03-22T00:00:00Z,3/22/1943,http://www.wikidata.org/entity/Q298,Iquique,Point(-70.1524 -20.2141),"-20.214, -70.1524",-20.214,-70.152,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Vittoriocorbo.jpg,https://es.wikipedia.org/wiki/Vittorio_Corbo,economista,,,,,,,,,,,,,,,,,,,,,,,
Jorge Rodríguez Grossi,http://www.wikidata.org/entity/Q3183876,masculino,Chile,"político, economista",Ciencia y tecnología,1940,1947,1947-10-24T00:00:00Z,10/24/1947,http://www.wikidata.org/entity/Q298,Valparaíso,Point(-71.619722222 -33.046111111),"-33.04611111, -71.619722222",-33.046,-71.620,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20Rodr%C3%ADguez%20Grossi%20%282017%29.jpg,https://es.wikipedia.org/wiki/Jorge_Rodr%C3%ADguez_Grossi,político, economista,,,,,,,,,,,,,,,,,,,,,,
Eduardo Dockendorff,http://www.wikidata.org/entity/Q3048322,masculino,Chile,"arquitecto, político",Ciencia y tecnología,1940,1949,1949-01-22T00:00:00Z,1/22/1949,http://www.wikidata.org/entity/Q298,Los Ángeles,Point(-72.3517 -37.4707),"-37.47, -72.3517",-37.470,-72.352,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Eduardo%20Dockendorff.jpg,https://es.wikipedia.org/wiki/Eduardo_Dockendorff,arquitecto, político,,,,,,,,,,,,,,,,,,,,,,
Pablo Lorenzini,http://www.wikidata.org/entity/Q6056154,masculino,Chile,"político, economista",Ciencia y tecnología,1940,1949,1949-10-25T00:00:00Z,10/25/1949,http://www.wikidata.org/entity/Q298,Molina,Point(-71.305555555 -35.113055555),"-35.11305555, -71.305555555",-35.113,-71.306,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Pablo%20Lorenzini%20Basso%20%282018%29.jpg,https://es.wikipedia.org/wiki/Pablo_Lorenzini,político, economista,,,,,,,,,,,,,,,,,,,,,,
Carlos Ominami,http://www.wikidata.org/entity/Q5751198,masculino,Chile,"político, economista",Ciencia y tecnología,1950,1950,1950-06-18T00:00:00Z,6/18/1950,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Ominami.jpg,https://es.wikipedia.org/wiki/Carlos_Ominami,político, economista,,,,,,,,,,,,,,,,,,,,,,
Florencio Utreras,http://www.wikidata.org/entity/Q50416447,masculino,Chile,"informático teórico, matemático, académico",Ciencia y tecnología,1950,1951,1951-12-25T00:00:00Z,12/25/1951,http://www.wikidata.org/entity/Q298,Ancud,Point(-73.8287 -41.8682),"-41.868, -73.8287",-41.868,-73.829,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Florencio%20Utreras%20-%202003.jpg,https://es.wikipedia.org/wiki/Florencio_Utreras,informático teórico, matemático, académico,,,,,,,,,,,,,,,,,,,,,
Máximo Pacheco Matte,http://www.wikidata.org/entity/Q5666090,masculino,Chile,"empresario, economista",Ciencia y tecnología,1950,1953,1953-02-12T00:00:00Z,2/12/1953,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jorge%20M%C3%A1ximo%20Arturo%20Pacheco%20Matte%2C%20ministro%20de%20energ%C3%ADa.jpg,https://es.wikipedia.org/wiki/M%C3%A1ximo_Pacheco_Matte,empresario, economista,,,,,,,,,,,,,,,,,,,,,,
José Rodríguez Pérez,http://www.wikidata.org/entity/Q16734391,masculino,Chile,ingeniero,Ciencia y tecnología,1950,1954,1954-01-01T00:00:00Z,1/1/1954,http://www.wikidata.org/entity/Q298,Chile,Point(-71.0 -33.0),"-33, -71",-33.000,-71.000,,,,,,,,4,,https://es.wikipedia.org/wiki/Jos%C3%A9_Rodr%C3%ADguez_P%C3%A9rez,ingeniero,,,,,,,,,,,,,,,,,,,,,,,
Iván Flores,http://www.wikidata.org/entity/Q18719731,masculino,Chile,"político, veterinario",Ciencia y tecnología,1950,1955,1955-06-15T00:00:00Z,6/15/1955,http://www.wikidata.org/entity/Q298,Puerto Montt,Point(-72.9396 -41.4718),"-41.471, -72.9396",-41.471,-72.940,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Iv%C3%A1n%20Flores%20Garc%C3%ADa.jpg,https://es.wikipedia.org/wiki/Iv%C3%A1n_Flores,político, veterinario,,,,,,,,,,,,,,,,,,,,,,
Carlos Cantero,http://www.wikidata.org/entity/Q5749950,masculino,Chile,"político, geógrafo",Ciencia y tecnología,1950,1956,1956-11-11T00:00:00Z,11/11/1956,http://www.wikidata.org/entity/Q298,Punta Arenas,Point(-70.908055555 -53.1625),"-53.162, -70.908055555",-53.162,-70.908,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20Cantero%20Ojeda.jpg,https://es.wikipedia.org/wiki/Carlos_Cantero,político, geógrafo,,,,,,,,,,,,,,,,,,,,,,
Hernán de Solminihac,http://www.wikidata.org/entity/Q5896316,masculino,Chile,ingeniero civil,Ciencia y tecnología,1950,1958,1958-01-11T00:00:00Z,1/11/1958,http://www.wikidata.org/entity/Q298,Puerto Montt,Point(-72.9396 -41.4718),"-41.471, -72.9396",-41.471,-72.940,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Hernan%20De%20Solminihac.jpg,https://es.wikipedia.org/wiki/Hern%C3%A1n_de_Solminihac,ingeniero civil,,,,,,,,,,,,,,,,,,,,,,,
Francisco Bozinovic,http://www.wikidata.org/entity/Q90726572,masculino,Croacia,"biólogo, fisiólogo, ecólogo, biólogo evolutivo, profesor universitario",Ciencia y tecnología,1950,1959,1959-06-06T00:00:00Z,6/6/1959,http://www.wikidata.org/entity/Q298,Punta Arenas,Point(-70.908055555 -53.1625),"-53.162, -70.908055555",-53.162,-70.908,2023,2023-01-01T00:00:00Z,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20Bozinovic%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Francisco_Bozinovic,biólogo, fisiólogo, ecólogo, biólogo evolutivo, profesor universitario,,,,,,,,,,,,,,,,,,,
José De Gregorio,http://www.wikidata.org/entity/Q9014921,masculino,Chile,"político, economista",Ciencia y tecnología,1950,1959,1959-08-17T00:00:00Z,8/17/1959,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Josedegrego.JPG,https://es.wikipedia.org/wiki/Jos%C3%A9_De_Gregorio,político, economista,,,,,,,,,,,,,,,,,,,,,,
José Weinstein,http://www.wikidata.org/entity/Q3186595,masculino,Chile,"sociólogo, político",Ciencia y tecnología,1950,1959,1959-06-13T00:00:00Z,6/13/1959,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Weinstein%2C%20Jose%20-FILSA%202016%20fRF01.jpg,https://es.wikipedia.org/wiki/Jos%C3%A9_Weinstein,sociólogo, político,,,,,,,,,,,,,,,,,,,,,,
Pedro Pablo Errázuriz,http://www.wikidata.org/entity/Q6069699,masculino,Chile,"ingeniero civil, empresario",Ciencia y tecnología,1960,1961,1961-03-29T00:00:00Z,3/29/1961,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Pablo%20Err%C3%A1zuriz.jpg,https://es.wikipedia.org/wiki/Pedro_Pablo_Err%C3%A1zuriz,ingeniero civil, empresario,,,,,,,,,,,,,,,,,,,,,,
Ricardo Raineri,http://www.wikidata.org/entity/Q5677599,masculino,Chile,economista,Ciencia y tecnología,1960,1961,1961-11-25T00:00:00Z,11/25/1961,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Ricardo%20Raineri.jpg,https://es.wikipedia.org/wiki/Ricardo_Raineri,economista,,,,,,,,,,,,,,,,,,,,,,,
Félix de Vicente,http://www.wikidata.org/entity/Q16298731,masculino,Chile,"empresario, economista, político",Ciencia y tecnología,1960,1962,1962-11-20T00:00:00Z,11/20/1962,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/MINISTRO%20DE%20ECONOM%C3%8DA%20F%C3%89LIX%20DE%20VICENTE%20MINGO%20%282013%29.jpg,https://es.wikipedia.org/wiki/F%C3%A9lix_de_Vicente,empresario, economista, político,,,,,,,,,,,,,,,,,,,,,
Neven Ilic Álvarez,http://www.wikidata.org/entity/Q16300795,masculino,Chile,"maestro de obras, dirigente deportivo, empresario",Ciencia y tecnología,1960,1962,1962-04-04T00:00:00Z,4/4/1962,http://www.wikidata.org/entity/Q298,Antofagasta,Point(-70.398055555 -23.646388888),"-23.64638888, -70.398055555",-23.646,-70.398,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Neven%20Ilic%20%289254832983%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Neven_Ilic,maestro de obras, dirigente deportivo, empresario,,,,,,,,,,,,,,,,,,,,,
Andrés Rebolledo,http://www.wikidata.org/entity/Q27469112,masculino,Chile,economista,Ciencia y tecnología,1960,1968,1968-04-17T00:00:00Z,4/17/1968,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9s%20Rebolledo%20%2817316729531%29%20%28cropped%29.jpg,https://es.wikipedia.org/wiki/Andr%C3%A9s_Rebolledo,economista,,,,,,,,,,,,,,,,,,,,,,,
Ignacio Briones,http://www.wikidata.org/entity/Q72749842,masculino,Chile,"economista, académico",Ciencia y tecnología,1970,1972,1972-12-12T00:00:00Z,12/12/1972,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/IGNACIO%20BRIONES%20ROJAS.jpg,https://es.wikipedia.org/wiki/Ignacio_Briones,economista, académico,,,,,,,,,,,,,,,,,,,,,,
Cristóbal Cobo,http://www.wikidata.org/entity/Q17659871,masculino,Chile,investigador,Ciencia y tecnología,1970,1976,1976-03-19T00:00:00Z,3/19/1976,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/ReunionNacionalCCM05.JPG,https://es.wikipedia.org/wiki/Crist%C3%B3bal_Cobo,investigador,,,,,,,,,,,,,,,,,,,,,,,
Rojo Edwards,http://www.wikidata.org/entity/Q5942061,masculino,Chile,"ingeniero civil, político",Ciencia y tecnología,1970,1977,1977-07-15T00:00:00Z,7/15/1977,http://www.wikidata.org/entity/Q30,Chicago,Point(-87.65005 41.85003),"41.85, -87.65005",41.850,-87.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Manuel%20Edwards%20Silva.jpg,https://es.wikipedia.org/wiki/Rojo_Edwards,ingeniero civil, político,,,,,,,,,,,,,,,,,,,,,,
Gonzalo Blumel,http://www.wikidata.org/entity/Q50532720,masculino,Chile,"ingeniero civil, político",Ciencia y tecnología,1970,1978,1978-05-17T00:00:00Z,5/17/1978,http://www.wikidata.org/entity/Q298,Talca,Point(-71.665555555 -35.426944444),"-35.42694444, -71.665555555",-35.427,-71.666,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Gonzalo%20Blumel.jpg,https://es.wikipedia.org/wiki/Gonzalo_Blumel,ingeniero civil, político,,,,,,,,,,,,,,,,,,,,,,
Kael Becerra,http://www.wikidata.org/entity/Q3191807,masculino,Chile,"atleta, ingeniero industrial",Ciencia y tecnología,1980,1985,1985-11-04T00:00:00Z,11/4/1985,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Kael%20Becerra%20%2841390345912%29.jpg,https://es.wikipedia.org/wiki/Kael_Becerra,atleta, ingeniero industrial,,,,,,,,,,,,,,,,,,,,,,
Vlado Mirosevic,http://www.wikidata.org/entity/Q16302060,masculino,Chile,"político, politólogo",Ciencia y tecnología,1980,1987,1987-05-23T00:00:00Z,5/23/1987,http://www.wikidata.org/entity/Q298,Arica,Point(-70.318055555 -18.477777777),"-18.47777777, -70.318055555",-18.478,-70.318,,,,,,,,4,http://commons.wikimedia.org/wiki/Special:FilePath/Vlado%20Mirosevic%20Verdugo%20%282018%29.jpg,https://es.wikipedia.org/wiki/Vlado_Mirosevic,político, politólogo,,,,,,,,,,,,,,,,,,,,,,
Juan Francisco Meneses,http://www.wikidata.org/entity/Q6299793,masculino,Chile,"sacerdote, político, periodista",Comunicaciones,1780,1785,1785-06-24T00:00:00Z,6/24/1785,http://www.wikidata.org/entity/Q298,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,1860,1860-12-25T00:00:00Z,Santiago ,Point(-70.65 -33.4375),"-33.437, -70.65",-33.437,-70.650,4,http://commons.wikimedia.org/wiki/Special:FilePath/JuanFranciscoMenenes.png,https://es.wikipedia.org/wiki/Juan_Francisco_Meneses,sacerdote, político, periodista,,,,,,,,,,,,,,,,,,,,,
